Id,Campaign Type,IPDs Round,Day,State,LGA,Daily Review Meeting Chaired by LGA Chaiman,Proportion of teams visited by supervisor (%),Proportion of teams with VVM in Stage 3 or 4 (%),Number of Missed Settlements based on Daily plan,Proportion of wards >10% missed children (%),Proportion of wards with >10% households NOT marked correctly,Proportion of children NOT finger marked
SIA423701AdamawaJada,SIA,16-Jan,1,Adamawa,Jada,,,,,,,
SIA423701AdamawaLarmurde,SIA,16-Jan,1,Adamawa,Larmurde,,,,,,,
SIA423701AdamawaMadagali,SIA,16-Jan,1,Adamawa,Madagali,,,,,,,
SIA423701AdamawaMaiha,SIA,16-Jan,1,Adamawa,Maiha,,,,,,,
SIA423701AdamawaMayo-Belwa,SIA,16-Jan,1,Adamawa,Mayo-Belwa,,,,,,,
SIA423701AdamawaMichika,SIA,16-Jan,1,Adamawa,Michika,,,,,,,
SIA423701AdamawaMubi North,SIA,16-Jan,1,Adamawa,Mubi North,,,,,,,
SIA423701AdamawaMubi South,SIA,16-Jan,1,Adamawa,Mubi South,,,,,,,
SIA423701AdamawaNuman,SIA,16-Jan,1,Adamawa,Numan,,,,,,,
SIA423701AdamawaShelleng,SIA,16-Jan,1,Adamawa,Shelleng,,,,,,,
SIA423701AdamawaSong,SIA,16-Jan,1,Adamawa,Song,,,,,,,
SIA423701AdamawaTeungo,SIA,16-Jan,1,Adamawa,Teungo,,,,,,,
SIA423701AdamawaYola North,SIA,16-Jan,1,Adamawa,Yola North,,,,,,,
SIA423701AdamawaYola South,SIA,16-Jan,1,Adamawa,Yola South,,,,,,,
SIA423701Akwa IbomAbak,SIA,16-Jan,1,Akwa Ibom,Abak,,,,,,,
SIA423701Akwa IbomEastern Obolo,SIA,16-Jan,1,Akwa Ibom,Eastern Obolo,,,,,,,
SIA423701Akwa IbomEket,SIA,16-Jan,1,Akwa Ibom,Eket,,,,,,,
SIA423701Akwa IbomEsit Eket,SIA,16-Jan,1,Akwa Ibom,Esit Eket,,,,,,,
SIA423701Akwa IbomEssien Udim,SIA,16-Jan,1,Akwa Ibom,Essien Udim,,,,,,,
SIA423701Akwa IbomEtim Ekpo,SIA,16-Jan,1,Akwa Ibom,Etim Ekpo,,,,,,,
SIA423701Akwa IbomEtinan,SIA,16-Jan,1,Akwa Ibom,Etinan,,,,,,,
SIA423701Akwa IbomIbeno,SIA,16-Jan,1,Akwa Ibom,Ibeno,,,,,,,
SIA423701Akwa IbomIbesikpo Asutan,SIA,16-Jan,1,Akwa Ibom,Ibesikpo Asutan,,,,,,,
SIA423701Akwa IbomIbiono Ibom,SIA,16-Jan,1,Akwa Ibom,Ibiono Ibom,,,,,,,
SIA423701Akwa IbomIka,SIA,16-Jan,1,Akwa Ibom,Ika,,,,,,,
SIA423701Akwa IbomIkono,SIA,16-Jan,1,Akwa Ibom,Ikono,,,,,,,
SIA423701Akwa IbomIkot Abasi,SIA,16-Jan,1,Akwa Ibom,Ikot Abasi,,,,,,,
SIA423701Akwa IbomIkot Ekpene,SIA,16-Jan,1,Akwa Ibom,Ikot Ekpene,,,,,,,
SIA423701Akwa IbomIni,SIA,16-Jan,1,Akwa Ibom,Ini,,,,,,,
SIA423701Akwa IbomItu,SIA,16-Jan,1,Akwa Ibom,Itu,,,,,,,
SIA423701Akwa IbomMbo,SIA,16-Jan,1,Akwa Ibom,Mbo,,,,,,,
SIA423701Akwa IbomMkpat Enin,SIA,16-Jan,1,Akwa Ibom,Mkpat Enin,,,,,,,
SIA423701Akwa IbomNsit Atai,SIA,16-Jan,1,Akwa Ibom,Nsit Atai,,,,,,,
SIA423701Akwa IbomNsit Ibom,SIA,16-Jan,1,Akwa Ibom,Nsit Ibom,,,,,,,
SIA423701Akwa IbomNsit Ubium,SIA,16-Jan,1,Akwa Ibom,Nsit Ubium,,,,,,,
SIA423701Akwa IbomObot Akara,SIA,16-Jan,1,Akwa Ibom,Obot Akara,,,,,,,
SIA423701Akwa IbomOkobo,SIA,16-Jan,1,Akwa Ibom,Okobo,,,,,,,
SIA423701Akwa IbomOnna,SIA,16-Jan,1,Akwa Ibom,Onna,,,,,,,
SIA423701Akwa IbomOron,SIA,16-Jan,1,Akwa Ibom,Oron,,,,,,,
SIA423701Akwa IbomOruk Anam,SIA,16-Jan,1,Akwa Ibom,Oruk Anam,,,,,,,
SIA423701Akwa IbomUdung Uko,SIA,16-Jan,1,Akwa Ibom,Udung Uko,,,,,,,
SIA423701Akwa IbomUkanafun,SIA,16-Jan,1,Akwa Ibom,Ukanafun,,,,,,,
SIA423701Akwa IbomUruan,SIA,16-Jan,1,Akwa Ibom,Uruan,,,,,,,
SIA423701Akwa IbomUrue Offong/Oruko,SIA,16-Jan,1,Akwa Ibom,Urue Offong/Oruko,,,,,,,
SIA423701Akwa IbomUyo,SIA,16-Jan,1,Akwa Ibom,Uyo,,,,,,,
SIA423701AnambraAguata,SIA,16-Jan,1,Anambra,Aguata,,,,,,,
SIA423701AnambraAnambra East,SIA,16-Jan,1,Anambra,Anambra East,,,,,,,
SIA423701AnambraAnambra West,SIA,16-Jan,1,Anambra,Anambra West,,,,,,,
SIA423701AnambraAnaocha,SIA,16-Jan,1,Anambra,Anaocha,,,,,,,
SIA423701AnambraAwka North,SIA,16-Jan,1,Anambra,Awka North,,,,,,,
SIA423701AnambraAwka South,SIA,16-Jan,1,Anambra,Awka South,,,,,,,
SIA423701AnambraAyamelum,SIA,16-Jan,1,Anambra,Ayamelum,,,,,,,
SIA423701AnambraDunukofia,SIA,16-Jan,1,Anambra,Dunukofia,,,,,,,
SIA423701AnambraEkwusigo,SIA,16-Jan,1,Anambra,Ekwusigo,,,,,,,
SIA423701AnambraIdemili North,SIA,16-Jan,1,Anambra,Idemili North,,,,,,,
SIA423701AnambraIdemili South,SIA,16-Jan,1,Anambra,Idemili South,,,,,,,
SIA423701AnambraIhiala,SIA,16-Jan,1,Anambra,Ihiala,,,,,,,
SIA423701AnambraNjikoka,SIA,16-Jan,1,Anambra,Njikoka,,,,,,,
SIA423701AnambraNnewi North,SIA,16-Jan,1,Anambra,Nnewi North,,,,,,,
SIA423701AnambraNnewi South,SIA,16-Jan,1,Anambra,Nnewi South,,,,,,,
SIA423701AnambraOgbaru,SIA,16-Jan,1,Anambra,Ogbaru,,,,,,,
SIA423701AnambraOnitsha North,SIA,16-Jan,1,Anambra,Onitsha North,,,,,,,
SIA423701AnambraOnitsha South,SIA,16-Jan,1,Anambra,Onitsha South,,,,,,,
SIA423701AnambraOrumba North,SIA,16-Jan,1,Anambra,Orumba North,,,,,,,
SIA423701AnambraOrumba South,SIA,16-Jan,1,Anambra,Orumba South,,,,,,,
SIA423701AnambraOyi,SIA,16-Jan,1,Anambra,Oyi,,,,,,,
SIA423701BauchiAlkaleri,SIA,16-Jan,1,Bauchi,Alkaleri,Yes,96%,0%,0,0%,0%,4%
SIA423701BauchiBauchi,SIA,16-Jan,1,Bauchi,Bauchi,Yes,97%,0%,0,0%,0%,0%
SIA423701BauchiBogoro,SIA,16-Jan,1,Bauchi,Bogoro,Yes,100%,0%,0,0%,0%,0%
SIA423701BauchiDamban,SIA,16-Jan,1,Bauchi,Damban,Yes,98%,0%,0,0%,0%,0%
SIA423701BauchiDarazo,SIA,16-Jan,1,Bauchi,Darazo,No,97%,0%,0,0%,0%,0%
SIA423701BauchiDass,SIA,16-Jan,1,Bauchi,Dass,No,100%,0%,0,0%,0%,0%
SIA423701BauchiGamawa,SIA,16-Jan,1,Bauchi,Gamawa,Yes,97%,0%,0,0%,0%,0%
SIA423701BauchiGanjuwa,SIA,16-Jan,1,Bauchi,Ganjuwa,Yes,100%,0%,0,0%,0%,0%
SIA423701BauchiGiade,SIA,16-Jan,1,Bauchi,Giade,No,100%,0%,0,0%,0%,2%
SIA423701BauchiItas/Gadau,SIA,16-Jan,1,Bauchi,Itas/Gadau,Yes,100%,0%,0,0%,0%,0%
SIA423701BauchiJama'are,SIA,16-Jan,1,Bauchi,Jama'are,Yes,91%,0%,0,0%,0%,6%
SIA423701BauchiKatagum,SIA,16-Jan,1,Bauchi,Katagum,Yes,85%,0%,0,0%,0%,4%
SIA423701BauchiKirfi,SIA,16-Jan,1,Bauchi,Kirfi,No,100%,0%,0,0%,0%,0%
SIA423701BauchiMisau,SIA,16-Jan,1,Bauchi,Misau,No,98%,0%,0,0%,0%,0%
SIA423701BauchiNingi,SIA,16-Jan,1,Bauchi,Ningi,Yes,96%,0%,0,0%,0%,0%
SIA423701BauchiShira,SIA,16-Jan,1,Bauchi,Shira,No,98%,0%,0,0%,0%,0%
SIA423701BauchiTafawa-Balewa,SIA,16-Jan,1,Bauchi,Tafawa-Balewa,No,100%,0%,0,0%,0%,0%
SIA423701BauchiToro,SIA,16-Jan,1,Bauchi,Toro,Yes,100%,0%,0,0%,0%,0%
SIA423701BauchiWarji,SIA,16-Jan,1,Bauchi,Warji,Yes,100%,0%,0,0%,0%,0%
SIA423701BauchiZaki,SIA,16-Jan,1,Bauchi,Zaki,Yes,100%,0%,0,0%,0%,0%
SIA423701BayelsaBrass,SIA,16-Jan,1,Bayelsa,Brass,,,,,,,
SIA423701BayelsaEkeremor,SIA,16-Jan,1,Bayelsa,Ekeremor,,,,,,,
SIA423701BayelsaKolokuma/Opokuma,SIA,16-Jan,1,Bayelsa,Kolokuma/Opokuma,,,,,,,
SIA423701BayelsaNembe,SIA,16-Jan,1,Bayelsa,Nembe,,,,,,,
SIA423701BayelsaOgbia,SIA,16-Jan,1,Bayelsa,Ogbia,,,,,,,
SIA423701BayelsaSagbama,SIA,16-Jan,1,Bayelsa,Sagbama,,,,,,,
SIA423701BayelsaSouthern Ijaw,SIA,16-Jan,1,Bayelsa,Southern Ijaw,,,,,,,
SIA423701BayelsaYenegoa,SIA,16-Jan,1,Bayelsa,Yenegoa,,,,,,,
SIA423701BenueAdo,SIA,16-Jan,1,Benue,Ado,,,,,,,
SIA423701BenueAgatu,SIA,16-Jan,1,Benue,Agatu,,,,,,,
SIA423701BenueApa,SIA,16-Jan,1,Benue,Apa,,,,,,,
SIA423701BenueBukuru,SIA,16-Jan,1,Benue,Bukuru,,,,,,,
SIA423701BenueGboko,SIA,16-Jan,1,Benue,Gboko,,,,,,,
SIA423701BenueGuma,SIA,16-Jan,1,Benue,Guma,,,,,,,
SIA423701BenueGwer East,SIA,16-Jan,1,Benue,Gwer East,,,,,,,
SIA423701BenueGwer West,SIA,16-Jan,1,Benue,Gwer West,,,,,,,
SIA423701BenueKatsina-Ala,SIA,16-Jan,1,Benue,Katsina-Ala,,,,,,,
SIA423701BenueKonshisha,SIA,16-Jan,1,Benue,Konshisha,,,,,,,
SIA423701BenueKwande,SIA,16-Jan,1,Benue,Kwande,,,,,,,
SIA423701BenueLogo,SIA,16-Jan,1,Benue,Logo,,,,,,,
SIA423701BenueMarkurdi,SIA,16-Jan,1,Benue,Markurdi,,,,,,,
SIA423701BenueObi,SIA,16-Jan,1,Benue,Obi,,,,,,,
SIA423701BenueOgbadibo,SIA,16-Jan,1,Benue,Ogbadibo,,,,,,,
SIA423701BenueOhimini,SIA,16-Jan,1,Benue,Ohimini,,,,,,,
SIA423701BenueOju,SIA,16-Jan,1,Benue,Oju,,,,,,,
SIA423701BenueOkpokwu,SIA,16-Jan,1,Benue,Okpokwu,,,,,,,
SIA423701BenueOturkpo,SIA,16-Jan,1,Benue,Oturkpo,,,,,,,
SIA423701BenueTarka,SIA,16-Jan,1,Benue,Tarka,,,,,,,
SIA423701BenueUkum,SIA,16-Jan,1,Benue,Ukum,,,,,,,
SIA423701BenueUshongo,SIA,16-Jan,1,Benue,Ushongo,,,,,,,
SIA423701BenueVandeikya,SIA,16-Jan,1,Benue,Vandeikya,,,,,,,
SIA423701BornoAbadam,SIA,16-Jan,1,Borno,Abadam,,,,,,,
SIA423701BornoAskira/Uba,SIA,16-Jan,1,Borno,Askira/Uba,,,,,,,
SIA423701BornoBama,SIA,16-Jan,1,Borno,Bama,,,,,,,
SIA423701BornoBayo,SIA,16-Jan,1,Borno,Bayo,No,87%,0%,0,0%,0%,4%
SIA423701BornoBiu,SIA,16-Jan,1,Borno,Biu,No,85%,0%,0,0%,0%,5%
SIA423701BornoChibok,SIA,16-Jan,1,Borno,Chibok,No,97%,0%,0,0%,0%,10%
SIA423701BornoDamboa,SIA,16-Jan,1,Borno,Damboa,,,,,,,
SIA423701BornoDikwa,SIA,16-Jan,1,Borno,Dikwa,,,,,,,
SIA423701BornoGubio,SIA,16-Jan,1,Borno,Gubio,,,,,,,
SIA423701BornoGuzamala,SIA,16-Jan,1,Borno,Guzamala,,,,,,,
SIA423701BornoGwoza,SIA,16-Jan,1,Borno,Gwoza,,,,,,,
SIA423701BornoHawul,SIA,16-Jan,1,Borno,Hawul,No,80%,0%,0,0%,0%,1%
SIA423701BornoJere,SIA,16-Jan,1,Borno,Jere,,,,,,,
SIA423701BornoKaga,SIA,16-Jan,1,Borno,Kaga,No,98%,0%,0,0%,0%,4%
SIA423701BornoKala/Balge,SIA,16-Jan,1,Borno,Kala/Balge,,,,,,,
SIA423701BornoKonduga,SIA,16-Jan,1,Borno,Konduga,,,,,,,
SIA423701BornoKukawa,SIA,16-Jan,1,Borno,Kukawa,,,,,,,
SIA423701BornoKwaya Kusar,SIA,16-Jan,1,Borno,Kwaya Kusar,,,,,,,
SIA423701BornoMafa,SIA,16-Jan,1,Borno,Mafa,,,,,,,
SIA423701BornoMagumeri,SIA,16-Jan,1,Borno,Magumeri,No,92%,0%,0,0%,0%,6%
SIA423701BornoMaiduguri,SIA,16-Jan,1,Borno,Maiduguri,No,86%,0%,0,0%,7%,9%
SIA423701BornoMarte,SIA,16-Jan,1,Borno,Marte,,,,,,,
SIA423701BornoMobbar,SIA,16-Jan,1,Borno,Mobbar,,,,,,,
SIA423701BornoMonguno,SIA,16-Jan,1,Borno,Monguno,,,,,,,
SIA423701BornoNgala,SIA,16-Jan,1,Borno,Ngala,,,,,,,
SIA423701BornoNganzai,SIA,16-Jan,1,Borno,Nganzai,,,,,,,
SIA423701BornoShani,SIA,16-Jan,1,Borno,Shani,No,95%,0%,0,0%,0%,4%
SIA423701Cross RiverAbi,SIA,16-Jan,1,Cross River,Abi,,,,,,,
SIA423701Cross RiverAkamkpa,SIA,16-Jan,1,Cross River,Akamkpa,,,,,,,
SIA423701Cross RiverAkpabuyo,SIA,16-Jan,1,Cross River,Akpabuyo,,,,,,,
SIA423701Cross RiverBakassi,SIA,16-Jan,1,Cross River,Bakassi,,,,,,,
SIA423701Cross RiverBekwarra,SIA,16-Jan,1,Cross River,Bekwarra,,,,,,,
SIA423701Cross RiverBiase,SIA,16-Jan,1,Cross River,Biase,,,,,,,
SIA423701Cross RiverBoki,SIA,16-Jan,1,Cross River,Boki,,,,,,,
SIA423701Cross RiverCalabar Municipal,SIA,16-Jan,1,Cross River,Calabar Municipal,,,,,,,
SIA423701Cross RiverCalabar South,SIA,16-Jan,1,Cross River,Calabar South,,,,,,,
SIA423701Cross RiverEtung,SIA,16-Jan,1,Cross River,Etung,,,,,,,
SIA423701Cross RiverIkom,SIA,16-Jan,1,Cross River,Ikom,,,,,,,
SIA423701Cross RiverObanliku,SIA,16-Jan,1,Cross River,Obanliku,,,,,,,
SIA423701Cross RiverObubra,SIA,16-Jan,1,Cross River,Obubra,,,,,,,
SIA423701Cross RiverObudu,SIA,16-Jan,1,Cross River,Obudu,,,,,,,
SIA423701Cross RiverOdukpani,SIA,16-Jan,1,Cross River,Odukpani,,,,,,,
SIA423701Cross RiverOgoja,SIA,16-Jan,1,Cross River,Ogoja,,,,,,,
SIA423701Cross RiverYakurr,SIA,16-Jan,1,Cross River,Yakurr,,,,,,,
SIA423701Cross RiverYala,SIA,16-Jan,1,Cross River,Yala,,,,,,,
SIA423701DeltaAniocha North,SIA,16-Jan,1,Delta,Aniocha North,,,,,,,
SIA423701DeltaAniocha South,SIA,16-Jan,1,Delta,Aniocha South,,,,,,,
SIA423701DeltaBomadi,SIA,16-Jan,1,Delta,Bomadi,,,,,,,
SIA423701DeltaBurutu,SIA,16-Jan,1,Delta,Burutu,,,,,,,
SIA423701DeltaEthiope East,SIA,16-Jan,1,Delta,Ethiope East,,,,,,,
SIA423701DeltaEthiope West,SIA,16-Jan,1,Delta,Ethiope West,,,,,,,
SIA423701DeltaIka North East,SIA,16-Jan,1,Delta,Ika North East,,,,,,,
SIA423701DeltaIka South,SIA,16-Jan,1,Delta,Ika South,,,,,,,
SIA423701DeltaIsoko North,SIA,16-Jan,1,Delta,Isoko North,,,,,,,
SIA423701DeltaIsoko South,SIA,16-Jan,1,Delta,Isoko South,,,,,,,
SIA423701DeltaNdokwa East,SIA,16-Jan,1,Delta,Ndokwa East,,,,,,,
SIA423701DeltaNdokwa West,SIA,16-Jan,1,Delta,Ndokwa West,,,,,,,
SIA423701DeltaOkpe,SIA,16-Jan,1,Delta,Okpe,,,,,,,
SIA423701DeltaOshimili North,SIA,16-Jan,1,Delta,Oshimili North,,,,,,,
SIA423701DeltaOshimili South,SIA,16-Jan,1,Delta,Oshimili South,,,,,,,
SIA423701DeltaPatani,SIA,16-Jan,1,Delta,Patani,,,,,,,
SIA423701DeltaSapele,SIA,16-Jan,1,Delta,Sapele,,,,,,,
SIA423701DeltaUdu,SIA,16-Jan,1,Delta,Udu,,,,,,,
SIA423701DeltaUghelli North,SIA,16-Jan,1,Delta,Ughelli North,,,,,,,
SIA423701DeltaUghelli South,SIA,16-Jan,1,Delta,Ughelli South,,,,,,,
SIA423701DeltaUkwuani,SIA,16-Jan,1,Delta,Ukwuani,,,,,,,
SIA423701DeltaUvwie,SIA,16-Jan,1,Delta,Uvwie,,,,,,,
SIA423701DeltaWarri North,SIA,16-Jan,1,Delta,Warri North,,,,,,,
SIA423701DeltaWarri South,SIA,16-Jan,1,Delta,Warri South,,,,,,,
SIA423701DeltaWarri South-West,SIA,16-Jan,1,Delta,Warri South-West,,,,,,,
SIA423701EbonyiAbakaliki,SIA,16-Jan,1,Ebonyi,Abakaliki,,,,,,,
SIA423701EbonyiAfikpo North,SIA,16-Jan,1,Ebonyi,Afikpo North,,,,,,,
SIA423701EbonyiAfikpo South,SIA,16-Jan,1,Ebonyi,Afikpo South,,,,,,,
SIA423701EbonyiEbonyi,SIA,16-Jan,1,Ebonyi,Ebonyi,,,,,,,
SIA423701EbonyiEzza North,SIA,16-Jan,1,Ebonyi,Ezza North,,,,,,,
SIA423701EbonyiEzza South,SIA,16-Jan,1,Ebonyi,Ezza South,,,,,,,
SIA423701EbonyiIkwo,SIA,16-Jan,1,Ebonyi,Ikwo,,,,,,,
SIA423701EbonyiIshielu,SIA,16-Jan,1,Ebonyi,Ishielu,,,,,,,
SIA423701EbonyiIvo,SIA,16-Jan,1,Ebonyi,Ivo,,,,,,,
SIA423701EbonyiIzzi,SIA,16-Jan,1,Ebonyi,Izzi,,,,,,,
SIA423701EbonyiOhaozara,SIA,16-Jan,1,Ebonyi,Ohaozara,,,,,,,
SIA423701EbonyiOhaukwu,SIA,16-Jan,1,Ebonyi,Ohaukwu,,,,,,,
SIA423701EbonyiOnicha,SIA,16-Jan,1,Ebonyi,Onicha,,,,,,,
SIA423701EdoAkoko-Edo,SIA,16-Jan,1,Edo,Akoko-Edo,,,,,,,
SIA423701EdoEgor,SIA,16-Jan,1,Edo,Egor,,,,,,,
SIA423701EdoEsan  North-East,SIA,16-Jan,1,Edo,Esan  North-East,,,,,,,
SIA423701EdoEsan Central,SIA,16-Jan,1,Edo,Esan Central,,,,,,,
SIA423701EdoEsan South-East,SIA,16-Jan,1,Edo,Esan South-East,,,,,,,
SIA423701EdoEsan West,SIA,16-Jan,1,Edo,Esan West,,,,,,,
SIA423701EdoEtsako Central,SIA,16-Jan,1,Edo,Etsako Central,,,,,,,
SIA423701EdoEtsako East,SIA,16-Jan,1,Edo,Etsako East,,,,,,,
SIA423701EdoEtsako West,SIA,16-Jan,1,Edo,Etsako West,,,,,,,
SIA423701EdoIguegben,SIA,16-Jan,1,Edo,Iguegben,,,,,,,
SIA423701EdoIkpoba-Okha,SIA,16-Jan,1,Edo,Ikpoba-Okha,,,,,,,
SIA423701EdoOredo,SIA,16-Jan,1,Edo,Oredo,,,,,,,
SIA423701EdoOrhionmwon,SIA,16-Jan,1,Edo,Orhionmwon,,,,,,,
SIA423701EdoOvia North-East,SIA,16-Jan,1,Edo,Ovia North-East,,,,,,,
SIA423701EdoOvia South-West,SIA,16-Jan,1,Edo,Ovia South-West,,,,,,,
SIA423701EdoOwan East,SIA,16-Jan,1,Edo,Owan East,,,,,,,
SIA423701EdoOwan West,SIA,16-Jan,1,Edo,Owan West,,,,,,,
SIA423701EdoUhunmwonde,SIA,16-Jan,1,Edo,Uhunmwonde,,,,,,,
SIA423701EkitiAdo-Ekiti,SIA,16-Jan,1,Ekiti,Ado-Ekiti,,,,,,,
SIA423701EkitiEfon,SIA,16-Jan,1,Ekiti,Efon,,,,,,,
SIA423701EkitiEkiti East,SIA,16-Jan,1,Ekiti,Ekiti East,,,,,,,
SIA423701EkitiEkiti South-West,SIA,16-Jan,1,Ekiti,Ekiti South-West,,,,,,,
SIA423701EkitiEkiti West,SIA,16-Jan,1,Ekiti,Ekiti West,,,,,,,
SIA423701EkitiEmure,SIA,16-Jan,1,Ekiti,Emure,,,,,,,
SIA423701EkitiGbonyin,SIA,16-Jan,1,Ekiti,Gbonyin,,,,,,,
SIA423701EkitiIdo-Osi,SIA,16-Jan,1,Ekiti,Ido-Osi,,,,,,,
SIA423701EkitiIjero,SIA,16-Jan,1,Ekiti,Ijero,,,,,,,
SIA423701EkitiIkere,SIA,16-Jan,1,Ekiti,Ikere,,,,,,,
SIA423701EkitiIkole,SIA,16-Jan,1,Ekiti,Ikole,,,,,,,
SIA423701EkitiIlejemeje,SIA,16-Jan,1,Ekiti,Ilejemeje,,,,,,,
SIA423701EkitiIrepodun/Ifelodun,SIA,16-Jan,1,Ekiti,Irepodun/Ifelodun,,,,,,,
SIA423701EkitiIse/Orun,SIA,16-Jan,1,Ekiti,Ise/Orun,,,,,,,
SIA423701EkitiMoba,SIA,16-Jan,1,Ekiti,Moba,,,,,,,
SIA423701EkitiOye,SIA,16-Jan,1,Ekiti,Oye,,,,,,,
SIA423701EnuguAninri,SIA,16-Jan,1,Enugu,Aninri,,,,,,,
SIA423701EnuguAwgu,SIA,16-Jan,1,Enugu,Awgu,,,,,,,
SIA423701EnuguEnugu East,SIA,16-Jan,1,Enugu,Enugu East,,,,,,,
SIA423701EnuguEnugu North,SIA,16-Jan,1,Enugu,Enugu North,,,,,,,
SIA423701EnuguEnugu South,SIA,16-Jan,1,Enugu,Enugu South,,,,,,,
SIA423701EnuguEzeagu,SIA,16-Jan,1,Enugu,Ezeagu,,,,,,,
SIA423701EnuguIgbo-Etiti,SIA,16-Jan,1,Enugu,Igbo-Etiti,,,,,,,
SIA423701EnuguIgbo-Eze-North,SIA,16-Jan,1,Enugu,Igbo-Eze-North,,,,,,,
SIA423701EnuguIgbo-Eze-South,SIA,16-Jan,1,Enugu,Igbo-Eze-South,,,,,,,
SIA423701EnuguIsi-Uzo,SIA,16-Jan,1,Enugu,Isi-Uzo,,,,,,,
SIA423701EnuguNkanu East,SIA,16-Jan,1,Enugu,Nkanu East,,,,,,,
SIA423701EnuguNkanu West,SIA,16-Jan,1,Enugu,Nkanu West,,,,,,,
SIA423701EnuguNsukka,SIA,16-Jan,1,Enugu,Nsukka,,,,,,,
SIA423701EnuguOji-River,SIA,16-Jan,1,Enugu,Oji-River,,,,,,,
SIA423701EnuguUdenu,SIA,16-Jan,1,Enugu,Udenu,,,,,,,
SIA423701EnuguUdi,SIA,16-Jan,1,Enugu,Udi,,,,,,,
SIA423701EnuguUzo-Uwani,SIA,16-Jan,1,Enugu,Uzo-Uwani,,,,,,,
"SIA423701FCT, AbujaAbaji",SIA,16-Jan,1,"FCT, Abuja",Abaji,,,,,,,
"SIA423701FCT, AbujaBwari",SIA,16-Jan,1,"FCT, Abuja",Bwari,,,,,,,
"SIA423701FCT, AbujaGwagwalada",SIA,16-Jan,1,"FCT, Abuja",Gwagwalada,,,,,,,
"SIA423701FCT, AbujaKuje",SIA,16-Jan,1,"FCT, Abuja",Kuje,,,,,,,
"SIA423701FCT, AbujaKwali",SIA,16-Jan,1,"FCT, Abuja",Kwali,,,,,,,
"SIA423701FCT, AbujaMunicipal Area Council",SIA,16-Jan,1,"FCT, Abuja",Municipal Area Council,,,,,,,
SIA423701GombeAkko,SIA,16-Jan,1,Gombe,Akko,,,,,,,
SIA423701GombeBalanga,SIA,16-Jan,1,Gombe,Balanga,,,,,,,
SIA423701GombeBilliri,SIA,16-Jan,1,Gombe,Billiri,,,,,,,
SIA423701GombeDukku,SIA,16-Jan,1,Gombe,Dukku,,,,,,,
SIA423701GombeFunakaye,SIA,16-Jan,1,Gombe,Funakaye,,,,,,,
SIA423701GombeGombe,SIA,16-Jan,1,Gombe,Gombe,,,,,,,
SIA423701GombeKaltungo,SIA,16-Jan,1,Gombe,Kaltungo,,,,,,,
SIA423701GombeKwami,SIA,16-Jan,1,Gombe,Kwami,,,,,,,
SIA423701GombeNafada,SIA,16-Jan,1,Gombe,Nafada,,,,,,,
