Id,Campaign Type,IPDs Round,Day,State,LGA,Daily Review Meeting Chaired by LGA Chaiman,Proportion of teams visited by supervisor (%),Proportion of teams with VVM in Stage 3 or 4 (%),Number of Missed Settlements based on Daily plan,Proportion of wards >10% missed children (%),Proportion of wards with >10% households NOT marked correctly,Proportion of children NOT finger marked
SIA427361AdamawaGombi,SIA,17-Jan,1,Adamawa,Gombi,Yes,100%,0%,0,0%,0%,0%
SIA427361AdamawaGuyuk,SIA,17-Jan,1,Adamawa,Guyuk,Yes,100%,0%,0,0%,0%,0%
SIA427361AdamawaHong,SIA,17-Jan,1,Adamawa,Hong,Yes,100%,0%,0,0%,0%,0%
SIA427361AdamawaJada,SIA,17-Jan,1,Adamawa,Jada,No,98%,0%,0,0%,0%,0%
SIA427361AdamawaLarmurde,SIA,17-Jan,1,Adamawa,Larmurde,No,90%,0%,0,0%,0%,0%
SIA427361AdamawaMadagali,SIA,17-Jan,1,Adamawa,Madagali,Yes,100%,0%,0,0%,0%,0%
SIA427361AdamawaMaiha,SIA,17-Jan,1,Adamawa,Maiha,Yes,100%,0%,0,0%,0%,0%
SIA427361AdamawaMayo-Belwa,SIA,17-Jan,1,Adamawa,Mayo-Belwa,No,85%,0%,0,0%,0%,0%
SIA427361AdamawaMichika,SIA,17-Jan,1,Adamawa,Michika,No,100%,0%,0,0%,0%,0%
SIA427361AdamawaMubi North,SIA,17-Jan,1,Adamawa,Mubi North,Yes,100%,0%,0,0%,0%,0%
SIA427361AdamawaMubi South,SIA,17-Jan,1,Adamawa,Mubi South,Yes,98%,0%,0,0%,0%,0%
SIA427361AdamawaNuman,SIA,17-Jan,1,Adamawa,Numan,Yes,100%,0%,0,0%,0%,0%
SIA427361AdamawaShelleng,SIA,17-Jan,1,Adamawa,Shelleng,Yes,100%,0%,0,0%,0%,0%
SIA427361AdamawaSong,SIA,17-Jan,1,Adamawa,Song,Yes,100%,0%,0,0%,0%,0%
SIA427361AdamawaTeungo,SIA,17-Jan,1,Adamawa,Teungo,Yes,100%,0%,0,0%,0%,0%
SIA427361AdamawaYola North,SIA,17-Jan,1,Adamawa,Yola North,No,100%,0%,0,0%,0%,0%
SIA427361AdamawaYola South,SIA,17-Jan,1,Adamawa,Yola South,No,100%,0%,0,0%,0%,0%
SIA427361Akwa IbomAbak,SIA,17-Jan,1,Akwa Ibom,Abak,,,,,,,
SIA427361Akwa IbomEastern Obolo,SIA,17-Jan,1,Akwa Ibom,Eastern Obolo,,,,,,,
SIA427361Akwa IbomEket,SIA,17-Jan,1,Akwa Ibom,Eket,,,,,,,
SIA427361Akwa IbomEsit Eket,SIA,17-Jan,1,Akwa Ibom,Esit Eket,,,,,,,
SIA427361Akwa IbomEssien Udim,SIA,17-Jan,1,Akwa Ibom,Essien Udim,,,,,,,
SIA427361Akwa IbomEtim Ekpo,SIA,17-Jan,1,Akwa Ibom,Etim Ekpo,,,,,,,
SIA427361Akwa IbomEtinan,SIA,17-Jan,1,Akwa Ibom,Etinan,,,,,,,
SIA427361Akwa IbomIbeno,SIA,17-Jan,1,Akwa Ibom,Ibeno,,,,,,,
SIA427361Akwa IbomIbesikpo Asutan,SIA,17-Jan,1,Akwa Ibom,Ibesikpo Asutan,,,,,,,
SIA427361Akwa IbomIbiono Ibom,SIA,17-Jan,1,Akwa Ibom,Ibiono Ibom,,,,,,,
SIA427361Akwa IbomIka,SIA,17-Jan,1,Akwa Ibom,Ika,,,,,,,
SIA427361Akwa IbomIkono,SIA,17-Jan,1,Akwa Ibom,Ikono,,,,,,,
SIA427361Akwa IbomIkot Abasi,SIA,17-Jan,1,Akwa Ibom,Ikot Abasi,,,,,,,
SIA427361Akwa IbomIkot Ekpene,SIA,17-Jan,1,Akwa Ibom,Ikot Ekpene,,,,,,,
SIA427361Akwa IbomIni,SIA,17-Jan,1,Akwa Ibom,Ini,,,,,,,
SIA427361Akwa IbomItu,SIA,17-Jan,1,Akwa Ibom,Itu,,,,,,,
SIA427361Akwa IbomMbo,SIA,17-Jan,1,Akwa Ibom,Mbo,,,,,,,
SIA427361Akwa IbomMkpat Enin,SIA,17-Jan,1,Akwa Ibom,Mkpat Enin,,,,,,,
SIA427361Akwa IbomNsit Atai,SIA,17-Jan,1,Akwa Ibom,Nsit Atai,,,,,,,
SIA427361Akwa IbomNsit Ibom,SIA,17-Jan,1,Akwa Ibom,Nsit Ibom,,,,,,,
SIA427361Akwa IbomNsit Ubium,SIA,17-Jan,1,Akwa Ibom,Nsit Ubium,,,,,,,
SIA427361Akwa IbomObot Akara,SIA,17-Jan,1,Akwa Ibom,Obot Akara,,,,,,,
SIA427361Akwa IbomOkobo,SIA,17-Jan,1,Akwa Ibom,Okobo,,,,,,,
SIA427361Akwa IbomOnna,SIA,17-Jan,1,Akwa Ibom,Onna,,,,,,,
SIA427361Akwa IbomOron,SIA,17-Jan,1,Akwa Ibom,Oron,,,,,,,
SIA427361Akwa IbomOruk Anam,SIA,17-Jan,1,Akwa Ibom,Oruk Anam,,,,,,,
SIA427361Akwa IbomUdung Uko,SIA,17-Jan,1,Akwa Ibom,Udung Uko,,,,,,,
SIA427361Akwa IbomUkanafun,SIA,17-Jan,1,Akwa Ibom,Ukanafun,,,,,,,
SIA427361Akwa IbomUruan,SIA,17-Jan,1,Akwa Ibom,Uruan,,,,,,,
SIA427361Akwa IbomUrue Offong/Oruko,SIA,17-Jan,1,Akwa Ibom,Urue Offong/Oruko,,,,,,,
SIA427361Akwa IbomUyo,SIA,17-Jan,1,Akwa Ibom,Uyo,,,,,,,
SIA427361AnambraAguata,SIA,17-Jan,1,Anambra,Aguata,,,,,,,
SIA427361AnambraAnambra East,SIA,17-Jan,1,Anambra,Anambra East,,,,,,,
SIA427361AnambraAnambra West,SIA,17-Jan,1,Anambra,Anambra West,,,,,,,
SIA427361AnambraAnaocha,SIA,17-Jan,1,Anambra,Anaocha,,,,,,,
SIA427361AnambraAwka North,SIA,17-Jan,1,Anambra,Awka North,,,,,,,
SIA427361AnambraAwka South,SIA,17-Jan,1,Anambra,Awka South,,,,,,,
SIA427361AnambraAyamelum,SIA,17-Jan,1,Anambra,Ayamelum,,,,,,,
SIA427361AnambraDunukofia,SIA,17-Jan,1,Anambra,Dunukofia,,,,,,,
SIA427361AnambraEkwusigo,SIA,17-Jan,1,Anambra,Ekwusigo,,,,,,,
SIA427361AnambraIdemili North,SIA,17-Jan,1,Anambra,Idemili North,,,,,,,
SIA427361AnambraIdemili South,SIA,17-Jan,1,Anambra,Idemili South,,,,,,,
SIA427361AnambraIhiala,SIA,17-Jan,1,Anambra,Ihiala,,,,,,,
SIA427361AnambraNjikoka,SIA,17-Jan,1,Anambra,Njikoka,,,,,,,
SIA427361AnambraNnewi North,SIA,17-Jan,1,Anambra,Nnewi North,,,,,,,
SIA427361AnambraNnewi South,SIA,17-Jan,1,Anambra,Nnewi South,,,,,,,
SIA427361AnambraOgbaru,SIA,17-Jan,1,Anambra,Ogbaru,,,,,,,
SIA427361AnambraOnitsha North,SIA,17-Jan,1,Anambra,Onitsha North,,,,,,,
SIA427361AnambraOnitsha South,SIA,17-Jan,1,Anambra,Onitsha South,,,,,,,
SIA427361AnambraOrumba North,SIA,17-Jan,1,Anambra,Orumba North,,,,,,,
SIA427361AnambraOrumba South,SIA,17-Jan,1,Anambra,Orumba South,,,,,,,
SIA427361AnambraOyi,SIA,17-Jan,1,Anambra,Oyi,,,,,,,
SIA427361BauchiAlkaleri,SIA,17-Jan,1,Bauchi,Alkaleri,Yes,100%,0%,0,0%,0%,0%
SIA427361BauchiBauchi,SIA,17-Jan,1,Bauchi,Bauchi,No,91%,0%,0,0%,0%,3%
SIA427361BauchiBogoro,SIA,17-Jan,1,Bauchi,Bogoro,No,100%,0%,0,0%,0%,0%
SIA427361BauchiDamban,SIA,17-Jan,1,Bauchi,Damban,Yes,100%,0%,0,0%,0%,2%
SIA427361BauchiDarazo,SIA,17-Jan,1,Bauchi,Darazo,Yes,100%,0%,0,0%,0%,0%
SIA427361BauchiDass,SIA,17-Jan,1,Bauchi,Dass,Yes,100%,0%,0,0%,0%,0%
SIA427361BauchiGamawa,SIA,17-Jan,1,Bauchi,Gamawa,Yes,100%,0%,0,0%,0%,0%
SIA427361BauchiGanjuwa,SIA,17-Jan,1,Bauchi,Ganjuwa,Yes,100%,0%,0,0%,0%,0%
SIA427361BauchiGiade,SIA,17-Jan,1,Bauchi,Giade,Yes,96%,0%,0,0%,0%,0%
SIA427361BauchiItas/Gadau,SIA,17-Jan,1,Bauchi,Itas/Gadau,No,100%,0%,0,0%,0%,0%
SIA427361BauchiJama'are,SIA,17-Jan,1,Bauchi,Jama'are,No,90%,0%,0,0%,0%,0%
SIA427361BauchiKatagum,SIA,17-Jan,1,Bauchi,Katagum,Yes,100%,0%,0,0%,0%,1%
SIA427361BauchiKirfi,SIA,17-Jan,1,Bauchi,Kirfi,YES,92%,0%,0,0%,0%,0%
SIA427361BauchiMisau,SIA,17-Jan,1,Bauchi,Misau,Yes,98%,0%,0,0%,0%,1%
SIA427361BauchiNingi,SIA,17-Jan,1,Bauchi,Ningi,Yes,95%,0%,0,0%,0%,0%
SIA427361BauchiShira,SIA,17-Jan,1,Bauchi,Shira,Yes,95%,0%,0,0%,0%,0%
SIA427361BauchiTafawa-Balewa,SIA,17-Jan,1,Bauchi,Tafawa-Balewa,No,100%,0%,0,0%,0%,0%
SIA427361BauchiToro,SIA,17-Jan,1,Bauchi,Toro,Yes,93%,0%,0,2%,0%,1%
SIA427361BauchiWarji,SIA,17-Jan,1,Bauchi,Warji,No,100%,0%,0,0%,0%,0%
SIA427361BauchiZaki,SIA,17-Jan,1,Bauchi,Zaki,Yes,100%,0%,0,0%,0%,0%
SIA427361BayelsaBrass,SIA,17-Jan,1,Bayelsa,Brass,,,,,,,
SIA427361BayelsaEkeremor,SIA,17-Jan,1,Bayelsa,Ekeremor,,,,,,,
SIA427361BayelsaKolokuma/Opokuma,SIA,17-Jan,1,Bayelsa,Kolokuma/Opokuma,,,,,,,
SIA427361BayelsaNembe,SIA,17-Jan,1,Bayelsa,Nembe,,,,,,,
SIA427361BayelsaOgbia,SIA,17-Jan,1,Bayelsa,Ogbia,,,,,,,
SIA427361BayelsaSagbama,SIA,17-Jan,1,Bayelsa,Sagbama,,,,,,,
SIA427361BayelsaSouthern Ijaw,SIA,17-Jan,1,Bayelsa,Southern Ijaw,,,,,,,
SIA427361BayelsaYenegoa,SIA,17-Jan,1,Bayelsa,Yenegoa,,,,,,,
SIA427361BenueAdo,SIA,17-Jan,1,Benue,Ado,,,,,,,
SIA427361BenueAgatu,SIA,17-Jan,1,Benue,Agatu,,,,,,,
SIA427361BenueApa,SIA,17-Jan,1,Benue,Apa,No,95%,0%,0,0%,0%,0%
SIA427361BenueBukuru,SIA,17-Jan,1,Benue,Bukuru,No,90%,0%,0,0%,0%,0%
SIA427361BenueGboko,SIA,17-Jan,1,Benue,Gboko,No,45%,0%,0,0%,0%,0%
SIA427361BenueGuma,SIA,17-Jan,1,Benue,Guma,No,88%,0%,0,0%,0%,3%
SIA427361BenueGwer East,SIA,17-Jan,1,Benue,Gwer East,,,,,,,
SIA427361BenueGwer West,SIA,17-Jan,1,Benue,Gwer West,No,70%,0%,0,0%,0%,0%
SIA427361BenueKatsina-Ala,SIA,17-Jan,1,Benue,Katsina-Ala,,,,,,,
SIA427361BenueKonshisha,SIA,17-Jan,1,Benue,Konshisha,No,90%,0%,0,0%,0%,0%
SIA427361BenueKwande,SIA,17-Jan,1,Benue,Kwande,No,64%,0%,0,0%,0%,0%
SIA427361BenueLogo,SIA,17-Jan,1,Benue,Logo,,,,,,,
SIA427361BenueMarkurdi,SIA,17-Jan,1,Benue,Markurdi,No,70%,0%,0,0%,0%,3%
SIA427361BenueObi,SIA,17-Jan,1,Benue,Obi,No,,0%,0,0%,0%,0%
SIA427361BenueOgbadibo,SIA,17-Jan,1,Benue,Ogbadibo,No,90%,0%,0,0%,0%,0%
SIA427361BenueOhimini,SIA,17-Jan,1,Benue,Ohimini,No,80%,0%,0,0%,0%,0%
SIA427361BenueOju,SIA,17-Jan,1,Benue,Oju,No,80%,0%,0,0%,0%,0%
SIA427361BenueOkpokwu,SIA,17-Jan,1,Benue,Okpokwu,,,,,,,
SIA427361BenueOturkpo,SIA,17-Jan,1,Benue,Oturkpo,,,,,,,
SIA427361BenueTarka,SIA,17-Jan,1,Benue,Tarka,No,80%,0%,0,0%,2%,0%
SIA427361BenueUkum,SIA,17-Jan,1,Benue,Ukum,No,70%,0%,0,0%,0%,0%
SIA427361BenueUshongo,SIA,17-Jan,1,Benue,Ushongo,,,,,,,
SIA427361BenueVandeikya,SIA,17-Jan,1,Benue,Vandeikya,No,65%,0%,0,0%,0%,0%
SIA427361BornoAbadam,SIA,17-Jan,1,Borno,Abadam,,,,,,,
SIA427361BornoAskira/Uba,SIA,17-Jan,1,Borno,Askira/Uba,,,,,,,
SIA427361BornoBama,SIA,17-Jan,1,Borno,Bama,,,,,,,
SIA427361BornoBayo,SIA,17-Jan,1,Borno,Bayo,Yes,95%,0%,0,0%,0%,3%
SIA427361BornoBiu,SIA,17-Jan,1,Borno,Biu,No,98%,0%,0,0%,0%,2%
SIA427361BornoChibok,SIA,17-Jan,1,Borno,Chibok,,,,,,,
SIA427361BornoDamboa,SIA,17-Jan,1,Borno,Damboa,Yes,95%,0%,0,0%,0%,2%
SIA427361BornoDikwa,SIA,17-Jan,1,Borno,Dikwa,,,,,,,
SIA427361BornoGubio,SIA,17-Jan,1,Borno,Gubio,No,90%,0%,0,0%,0%,0%
SIA427361BornoGuzamala,SIA,17-Jan,1,Borno,Guzamala,No,98%,0%,0,0%,0%,5%
SIA427361BornoGwoza,SIA,17-Jan,1,Borno,Gwoza,,,,,,,
SIA427361BornoHawul,SIA,17-Jan,1,Borno,Hawul,,,,,,,
SIA427361BornoJere,SIA,17-Jan,1,Borno,Jere,Yes,93%,0%,0,0%,8%,0%
SIA427361BornoKaga,SIA,17-Jan,1,Borno,Kaga,No,100%,0%,0,0%,0%,5%
SIA427361BornoKala/Balge,SIA,17-Jan,1,Borno,Kala/Balge,,,,,,,
SIA427361BornoKonduga,SIA,17-Jan,1,Borno,Konduga,Yes,89%,0%,0,0%,0%,12%
SIA427361BornoKukawa,SIA,17-Jan,1,Borno,Kukawa,,,,,,,
SIA427361BornoKwaya Kusar,SIA,17-Jan,1,Borno,Kwaya Kusar,,,,,,,
SIA427361BornoMafa,SIA,17-Jan,1,Borno,Mafa,No,98%,0%,0,0%,0%,3%
SIA427361BornoMagumeri,SIA,17-Jan,1,Borno,Magumeri,No,85%,0%,0,0%,0%,3%
SIA427361BornoMaiduguri,SIA,17-Jan,1,Borno,Maiduguri,No,85%,0%,0,3%,0%,0%
SIA427361BornoMarte,SIA,17-Jan,1,Borno,Marte,,,,,,,
SIA427361BornoMobbar,SIA,17-Jan,1,Borno,Mobbar,,,,,,,
SIA427361BornoMonguno,SIA,17-Jan,1,Borno,Monguno,,,,,,,
SIA427361BornoNgala,SIA,17-Jan,1,Borno,Ngala,,,,,,,
SIA427361BornoNganzai,SIA,17-Jan,1,Borno,Nganzai,,,,,,,
SIA427361BornoShani,SIA,17-Jan,1,Borno,Shani,,,,,,,
SIA427361Cross RiverAbi,SIA,17-Jan,1,Cross River,Abi,,,,,,,
SIA427361Cross RiverAkamkpa,SIA,17-Jan,1,Cross River,Akamkpa,,,,,,,
SIA427361Cross RiverAkpabuyo,SIA,17-Jan,1,Cross River,Akpabuyo,,,,,,,
SIA427361Cross RiverBakassi,SIA,17-Jan,1,Cross River,Bakassi,,,,,,,
SIA427361Cross RiverBekwarra,SIA,17-Jan,1,Cross River,Bekwarra,,,,,,,
SIA427361Cross RiverBiase,SIA,17-Jan,1,Cross River,Biase,,,,,,,
SIA427361Cross RiverBoki,SIA,17-Jan,1,Cross River,Boki,,,,,,,
SIA427361Cross RiverCalabar Municipal,SIA,17-Jan,1,Cross River,Calabar Municipal,,,,,,,
SIA427361Cross RiverCalabar South,SIA,17-Jan,1,Cross River,Calabar South,,,,,,,
SIA427361Cross RiverEtung,SIA,17-Jan,1,Cross River,Etung,,,,,,,
SIA427361Cross RiverIkom,SIA,17-Jan,1,Cross River,Ikom,,,,,,,
SIA427361Cross RiverObanliku,SIA,17-Jan,1,Cross River,Obanliku,,,,,,,
SIA427361Cross RiverObubra,SIA,17-Jan,1,Cross River,Obubra,,,,,,,
SIA427361Cross RiverObudu,SIA,17-Jan,1,Cross River,Obudu,,,,,,,
SIA427361Cross RiverOdukpani,SIA,17-Jan,1,Cross River,Odukpani,,,,,,,
SIA427361Cross RiverOgoja,SIA,17-Jan,1,Cross River,Ogoja,,,,,,,
SIA427361Cross RiverYakurr,SIA,17-Jan,1,Cross River,Yakurr,,,,,,,
SIA427361Cross RiverYala,SIA,17-Jan,1,Cross River,Yala,,,,,,,
SIA427361DeltaAniocha North,SIA,17-Jan,1,Delta,Aniocha North,,,,,,,
SIA427361DeltaAniocha South,SIA,17-Jan,1,Delta,Aniocha South,,,,,,,
SIA427361DeltaBomadi,SIA,17-Jan,1,Delta,Bomadi,,,,,,,
SIA427361DeltaBurutu,SIA,17-Jan,1,Delta,Burutu,,,,,,,
SIA427361DeltaEthiope East,SIA,17-Jan,1,Delta,Ethiope East,,,,,,,
SIA427361DeltaEthiope West,SIA,17-Jan,1,Delta,Ethiope West,,,,,,,
SIA427361DeltaIka North East,SIA,17-Jan,1,Delta,Ika North East,,,,,,,
SIA427361DeltaIka South,SIA,17-Jan,1,Delta,Ika South,,,,,,,
SIA427361DeltaIsoko North,SIA,17-Jan,1,Delta,Isoko North,,,,,,,
SIA427361DeltaIsoko South,SIA,17-Jan,1,Delta,Isoko South,,,,,,,
SIA427361DeltaNdokwa East,SIA,17-Jan,1,Delta,Ndokwa East,,,,,,,
SIA427361DeltaNdokwa West,SIA,17-Jan,1,Delta,Ndokwa West,,,,,,,
SIA427361DeltaOkpe,SIA,17-Jan,1,Delta,Okpe,,,,,,,
SIA427361DeltaOshimili North,SIA,17-Jan,1,Delta,Oshimili North,,,,,,,
SIA427361DeltaOshimili South,SIA,17-Jan,1,Delta,Oshimili South,,,,,,,
SIA427361DeltaPatani,SIA,17-Jan,1,Delta,Patani,,,,,,,
SIA427361DeltaSapele,SIA,17-Jan,1,Delta,Sapele,,,,,,,
SIA427361DeltaUdu,SIA,17-Jan,1,Delta,Udu,,,,,,,
SIA427361DeltaUghelli North,SIA,17-Jan,1,Delta,Ughelli North,,,,,,,
SIA427361DeltaUghelli South,SIA,17-Jan,1,Delta,Ughelli South,,,,,,,
SIA427361DeltaUkwuani,SIA,17-Jan,1,Delta,Ukwuani,,,,,,,
SIA427361DeltaUvwie,SIA,17-Jan,1,Delta,Uvwie,,,,,,,
SIA427361DeltaWarri North,SIA,17-Jan,1,Delta,Warri North,,,,,,,
SIA427361DeltaWarri South,SIA,17-Jan,1,Delta,Warri South,,,,,,,
SIA427361DeltaWarri South-West,SIA,17-Jan,1,Delta,Warri South-West,,,,,,,
SIA427361EbonyiAbakaliki,SIA,17-Jan,1,Ebonyi,Abakaliki,,,,,,,
SIA427361EbonyiAfikpo North,SIA,17-Jan,1,Ebonyi,Afikpo North,,,,,,,
SIA427361EbonyiAfikpo South,SIA,17-Jan,1,Ebonyi,Afikpo South,,,,,,,
SIA427361EbonyiEbonyi,SIA,17-Jan,1,Ebonyi,Ebonyi,,,,,,,
SIA427361EbonyiEzza North,SIA,17-Jan,1,Ebonyi,Ezza North,,,,,,,
SIA427361EbonyiEzza South,SIA,17-Jan,1,Ebonyi,Ezza South,,,,,,,
SIA427361EbonyiIkwo,SIA,17-Jan,1,Ebonyi,Ikwo,,,,,,,
SIA427361EbonyiIshielu,SIA,17-Jan,1,Ebonyi,Ishielu,,,,,,,
SIA427361EbonyiIvo,SIA,17-Jan,1,Ebonyi,Ivo,,,,,,,
SIA427361EbonyiIzzi,SIA,17-Jan,1,Ebonyi,Izzi,,,,,,,
SIA427361EbonyiOhaozara,SIA,17-Jan,1,Ebonyi,Ohaozara,,,,,,,
SIA427361EbonyiOhaukwu,SIA,17-Jan,1,Ebonyi,Ohaukwu,,,,,,,
SIA427361EbonyiOnicha,SIA,17-Jan,1,Ebonyi,Onicha,,,,,,,
SIA427361EdoAkoko-Edo,SIA,17-Jan,1,Edo,Akoko-Edo,,,,,,,
SIA427361EdoEgor,SIA,17-Jan,1,Edo,Egor,,,,,,,
SIA427361EdoEsan  North-East,SIA,17-Jan,1,Edo,Esan  North-East,,,,,,,
SIA427361EdoEsan Central,SIA,17-Jan,1,Edo,Esan Central,,,,,,,
SIA427361EdoEsan South-East,SIA,17-Jan,1,Edo,Esan South-East,,,,,,,
SIA427361EdoEsan West,SIA,17-Jan,1,Edo,Esan West,,,,,,,
SIA427361EdoEtsako Central,SIA,17-Jan,1,Edo,Etsako Central,,,,,,,
SIA427361EdoEtsako East,SIA,17-Jan,1,Edo,Etsako East,,,,,,,
SIA427361EdoEtsako West,SIA,17-Jan,1,Edo,Etsako West,,,,,,,
SIA427361EdoIguegben,SIA,17-Jan,1,Edo,Iguegben,,,,,,,
SIA427361EdoIkpoba-Okha,SIA,17-Jan,1,Edo,Ikpoba-Okha,,,,,,,
SIA427361EdoOredo,SIA,17-Jan,1,Edo,Oredo,,,,,,,
SIA427361EdoOrhionmwon,SIA,17-Jan,1,Edo,Orhionmwon,,,,,,,
SIA427361EdoOvia North-East,SIA,17-Jan,1,Edo,Ovia North-East,,,,,,,
SIA427361EdoOvia South-West,SIA,17-Jan,1,Edo,Ovia South-West,,,,,,,
SIA427361EdoOwan East,SIA,17-Jan,1,Edo,Owan East,,,,,,,
SIA427361EdoOwan West,SIA,17-Jan,1,Edo,Owan West,,,,,,,
SIA427361EdoUhunmwonde,SIA,17-Jan,1,Edo,Uhunmwonde,,,,,,,
SIA427361EkitiAdo-Ekiti,SIA,17-Jan,1,Ekiti,Ado-Ekiti,,,,,,,
SIA427361EkitiEfon,SIA,17-Jan,1,Ekiti,Efon,,,,,,,
SIA427361EkitiEkiti East,SIA,17-Jan,1,Ekiti,Ekiti East,,,,,,,
SIA427361EkitiEkiti South-West,SIA,17-Jan,1,Ekiti,Ekiti South-West,,,,,,,
SIA427361EkitiEkiti West,SIA,17-Jan,1,Ekiti,Ekiti West,,,,,,,
SIA427361EkitiEmure,SIA,17-Jan,1,Ekiti,Emure,,,,,,,
SIA427361EkitiGbonyin,SIA,17-Jan,1,Ekiti,Gbonyin,,,,,,,
SIA427361EkitiIdo-Osi,SIA,17-Jan,1,Ekiti,Ido-Osi,,,,,,,
SIA427361EkitiIjero,SIA,17-Jan,1,Ekiti,Ijero,,,,,,,
SIA427361EkitiIkere,SIA,17-Jan,1,Ekiti,Ikere,,,,,,,
SIA427361EkitiIkole,SIA,17-Jan,1,Ekiti,Ikole,,,,,,,
SIA427361EkitiIlejemeje,SIA,17-Jan,1,Ekiti,Ilejemeje,,,,,,,
SIA427361EkitiIrepodun/Ifelodun,SIA,17-Jan,1,Ekiti,Irepodun/Ifelodun,,,,,,,
SIA427361EkitiIse/Orun,SIA,17-Jan,1,Ekiti,Ise/Orun,,,,,,,
SIA427361EkitiMoba,SIA,17-Jan,1,Ekiti,Moba,,,,,,,
SIA427361EkitiOye,SIA,17-Jan,1,Ekiti,Oye,,,,,,,
SIA427361EnuguAninri,SIA,17-Jan,1,Enugu,Aninri,,,,,,,
SIA427361EnuguAwgu,SIA,17-Jan,1,Enugu,Awgu,,,,,,,
SIA427361EnuguEnugu East,SIA,17-Jan,1,Enugu,Enugu East,,,,,,,
SIA427361EnuguEnugu North,SIA,17-Jan,1,Enugu,Enugu North,,,,,,,
SIA427361EnuguEnugu South,SIA,17-Jan,1,Enugu,Enugu South,,,,,,,
SIA427361EnuguEzeagu,SIA,17-Jan,1,Enugu,Ezeagu,,,,,,,
SIA427361EnuguIgbo-Etiti,SIA,17-Jan,1,Enugu,Igbo-Etiti,,,,,,,
SIA427361EnuguIgbo-Eze-North,SIA,17-Jan,1,Enugu,Igbo-Eze-North,,,,,,,
SIA427361EnuguIgbo-Eze-South,SIA,17-Jan,1,Enugu,Igbo-Eze-South,,,,,,,
SIA427361EnuguIsi-Uzo,SIA,17-Jan,1,Enugu,Isi-Uzo,,,,,,,
SIA427361EnuguNkanu East,SIA,17-Jan,1,Enugu,Nkanu East,,,,,,,
SIA427361EnuguNkanu West,SIA,17-Jan,1,Enugu,Nkanu West,,,,,,,
SIA427361EnuguNsukka,SIA,17-Jan,1,Enugu,Nsukka,,,,,,,
SIA427361EnuguOji-River,SIA,17-Jan,1,Enugu,Oji-River,,,,,,,
SIA427361EnuguUdenu,SIA,17-Jan,1,Enugu,Udenu,,,,,,,
SIA427361EnuguUdi,SIA,17-Jan,1,Enugu,Udi,,,,,,,
SIA427361EnuguUzo-Uwani,SIA,17-Jan,1,Enugu,Uzo-Uwani,,,,,,,
"SIA427361FCT, AbujaAbaji",SIA,17-Jan,1,"FCT, Abuja",Abaji,Yes,92%,0%,0,0%,0%,1%
"SIA427361FCT, AbujaBwari",SIA,17-Jan,1,"FCT, Abuja",Bwari,Yes,53%,0%,0,0%,0%,19%
"SIA427361FCT, AbujaGwagwalada",SIA,17-Jan,1,"FCT, Abuja",Gwagwalada,No,56%,0%,0,10%,0%,12%
