Tally ID,State,Lga,Ward,DateImp,UNQWardRec,No_settlements,NCSchool,NoTeams,FPZERO,FPOTHER,NOHseVist,EligCild,HSEZERO,HSEOTHER,SP_QuranSch,SP_OtherSch,ImmChurch,OUT_other,TotalOUTSIDE,NONCompHH,NC_child,NCHHRevst,NCChildRevst,NCHHpend,NCchildpend,AbHH,AB_child,ABHHRevst,ABChildRevst,ABHHpend,ABchildpend,OTHZERO,OTHOTHER,TOTALOPV,6WKDPT1,6WKDPT2,6WKDPT3,12MTHDPT1,12MTHDPT2,12MTHDPT3,HepB1,HepB2,HepB3,MEASLESU1,MEASLESO1,YellowU1,YellowO1,TT1,TT2plus,VITAU1,VITAO1,PLUS1,PLUS2,PLUS3,Plus Name1,Plus name2,Plus Name3,GWD,AFP,IsmainRnd
539001132,Yobe,Yusufari,Mayori,1-Jan-17,YobeYusufariMayori01/01/2017-1,59,0,9,7,342,1883,3517,13,3475,157,0,0,463,620,0,0,0,0,0,0,27,42,26,40,1,2,0,0,4484,25,10,17,0,0,0,25,10,17,62,0,15,0,31,28,0,0,3584,900,0,Sweets,soao,,0,0,TRUE
1220820157,Yobe,Yusufari,Sumbar,1-Jan-17,YobeYusufariSumbar01/01/2017-1,55,0,9,10,84,2064,3332,9,2900,0,0,0,146,146,21,48,12,24,9,24,91,142,76,119,15,23,0,0,3283,2,2,5,0,0,0,0,0,0,6,0,15,0,4,4,0,0,2463,800,0,Sweets,Soap,,0,0,TRUE
1464892218,Yobe,Yusufari,Tulotulo,1-Jan-17,YobeYusufariTulotulo01/01/2017-1,68,0,12,8,213,6066,6212,10,5657,22,50,0,77,149,27,43,4,5,23,38,94,148,94,148,0,0,0,0,6180,9,10,8,0,0,0,9,10,8,18,0,15,0,17,10,0,0,4805,1235,0,Sweets,Soap,,0,0,TRUE
-732183245,Yobe,Yusufari,Yusufari,1-Jan-17,YobeYusufariYusufari01/01/2017-1,68,0,8,2,320,2952,4863,8,4599,185,168,0,1103,1456,66,153,31,79,35,74,58,111,58,111,0,0,0,0,6567,10,14,13,0,0,0,9,11,9,12,0,15,0,10,18,0,0,5055,1512,0,Sweets,Soap,,0,0,TRUE
1426947064,Bauchi,Alkaleri,Yalo 1,1-Jan-17,BauchiAlkaleriYalo 101/01/2017-1,48,0,12,3,172,2890,4202,28,3592,0,0,0,387,387,1,3,1,3,0,0,53,79,53,79,0,0,0,0,4236,24,17,14,0,0,0,16,0,0,26,0,26,0,35,9,0,0,3559,288,0,Sweets,Detergent,,0,0,TRUE
918526617,Bauchi,Alkaleri,Yalo 2,1-Jan-17,BauchiAlkaleriYalo 201/01/2017-1,40,0,10,7,100,2711,3596,33,3097,0,0,0,298,298,17,36,16,33,1,3,44,59,44,59,0,0,0,0,3594,17,16,16,0,0,0,0,0,0,20,14,20,12,7,4,0,0,2860,288,0,Sweets,Detergent,,0,0,TRUE
768844518,Bauchi,Alkaleri,Yuli,1-Jan-17,BauchiAlkaleriYuli01/01/2017-1,72,0,22,8,177,4095,8212,7,7557,0,32,0,268,300,18,41,15,37,3,4,42,76,42,76,0,0,0,0,8155,9,9,9,0,0,0,28,0,0,15,12,13,13,10,17,0,0,8155,0,0,Sweets,,,0,0,TRUE
-301054353,Bauchi,Bauchi,Birshi,1-Jan-17,BauchiBauchiBirshi01/01/2017-1,158,0,38,42,133,17151,22448,84,16842,0,0,1500,3181,4681,160,315,103,223,57,92,249,373,213,325,36,48,0,5441,27687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4187,18297,1000,Sweets,Detergent,Others,0,0,TRUE
1552554884,Bauchi,Bauchi,Dan Amar A,1-Jan-17,BauchiBauchiDan Amar A01/01/2017-1,64,0,15,0,172,7614,11211,53,9963,242,0,0,1255,1497,89,202,65,140,24,62,139,255,134,246,5,9,2,2233,14253,13,7,15,0,0,0,0,0,0,11,0,11,0,0,0,0,0,3139,9026,560,Sweets,Detergent,Others,0,2,TRUE
-1509986763,Bauchi,Bauchi,Dan Amar B,1-Jan-17,BauchiBauchiDan Amar B01/01/2017-1,90,0,25,1,1046,12886,22826,62,15312,377,0,82,507,966,262,542,227,480,35,62,161,283,156,272,5,11,3,5139,23219,15,8,6,0,0,0,0,0,0,7,0,7,0,12,0,0,0,7016,11070,970,Sweets,Detergent,Others,0,1,TRUE
-282460846,Bauchi,Bauchi,Dan Dango,1-Jan-17,BauchiBauchiDan Dango01/01/2017-1,36,0,9,9,104,3716,5384,26,4163,24,30,160,439,653,30,69,25,58,5,11,76,137,73,132,3,5,0,619,5738,9,18,11,0,0,0,0,0,0,66,15,66,15,0,0,0,0,2802,2560,300,Sweets,Detergent,Others,0,0,TRUE
-25611413,Bauchi,Bauchi,Dan Iya,1-Jan-17,BauchiBauchiDan Iya01/01/2017-1,126,0,38,0,0,12965,15385,61,12885,0,0,503,7058,7561,437,829,371,721,66,108,434,703,428,696,6,7,0,5395,27258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,20000,258,Sweets,Detergent,Others,0,0,TRUE
-1556075568,Bauchi,Bauchi,Dankade,1-Jan-17,BauchiBauchiDankade01/01/2017-1,60,0,12,9,419,6179,12042,43,10421,30,140,0,439,609,73,143,39,81,34,62,77,137,75,134,2,3,0,1250,12923,13,8,4,0,0,0,16,0,0,16,13,16,13,4,2,0,0,2000,9659,560,Sweets,Detergent,Others,0,0,TRUE
1034195857,Bauchi,Bauchi,Dawaki,1-Jan-17,BauchiBauchiDawaki01/01/2017-1,100,0,25,8,421,12812,12934,37,10757,116,211,115,1495,1937,344,650,331,627,13,23,286,509,283,502,3,7,0,5150,19402,31,26,25,0,0,0,0,0,0,79,0,79,0,0,0,0,0,4635,9558,780,Sweets,Detergent,Others,0,1,TRUE
-2117978498,Bauchi,Bauchi,Galambi,1-Jan-17,BauchiBauchiGalambi01/01/2017-1,80,0,15,4,58,5811,9436,55,8716,0,0,0,602,602,56,123,25,52,31,71,114,162,106,147,8,15,4,1313,10896,8,13,6,0,0,0,0,0,0,16,4,16,4,0,0,0,0,6991,2317,400,Sweets,Detergent,Others,0,0,TRUE
