Id,Campaign Type,IPDs Round,Timeline,State,LGA,Social mobilization plan/implementation,High risk Operational Plan,Evidence of LGA task force meeting,Meeting of Ward selection Committees to review performance,Updated micro-plan,Training Plan implementation,Social mobilization funds received at LGA Level,Border synchronization planning meeting,Security agents conducted assessment,IPD plan adjusted based on security assessment (if applicable),Logistics funds received,LGAs/State counterpart funding received
SIA 15-Jan 3 weeks ABIA ABA NORTH,SIA,15-Jan,3 weeks,Abia,Aba North,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA ABA SOUTH,SIA,15-Jan,3 weeks,Abia,Aba South,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA AROCHUKWU,SIA,15-Jan,3 weeks,Abia,Arochukwu,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA BENDE,SIA,15-Jan,3 weeks,Abia,Bende,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA IKWUANO,SIA,15-Jan,3 weeks,Abia,Ikwuano,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA ISIALA-NGWA NORTH,SIA,15-Jan,3 weeks,Abia,Isiala-Ngwa North,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA ISIALA-NGWA SOUTH,SIA,15-Jan,3 weeks,Abia,Isiala-Ngwa South,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA ISUIKWUATO,SIA,15-Jan,3 weeks,Abia,Isuikwuato,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA OBI NWGA,SIA,15-Jan,3 weeks,Abia,Obi Nwga,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA OHAFIA,SIA,15-Jan,3 weeks,Abia,Ohafia,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA OSISIOMA NGWA,SIA,15-Jan,3 weeks,Abia,Osisioma Ngwa,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA UGWUNAGBO,SIA,15-Jan,3 weeks,Abia,Ugwunagbo,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA UKWA EAST,SIA,15-Jan,3 weeks,Abia,Ukwa East,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA UKWA WEST,SIA,15-Jan,3 weeks,Abia,Ukwa West,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA UMUAHIA NORTH,SIA,15-Jan,3 weeks,Abia,Umuahia North,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA UMUAHIA SOUTH,SIA,15-Jan,3 weeks,Abia,Umuahia South,,,,,,,,,,,,
SIA 15-Jan 3 weeks ABIA UMU-NNEOCHI,SIA,15-Jan,3 weeks,Abia,Umu-Nneochi,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA DEMSA,SIA,15-Jan,3 weeks,Adamawa,Demsa,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA FUFORE,SIA,15-Jan,3 weeks,Adamawa,Fufore,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA GANYE,SIA,15-Jan,3 weeks,Adamawa,Ganye,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA GIRIE,SIA,15-Jan,3 weeks,Adamawa,Girie,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA GOMBI,SIA,15-Jan,3 weeks,Adamawa,Gombi,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA GUYUK,SIA,15-Jan,3 weeks,Adamawa,Guyuk,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA HONG,SIA,15-Jan,3 weeks,Adamawa,Hong,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA JADA,SIA,15-Jan,3 weeks,Adamawa,Jada,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA LARMURDE,SIA,15-Jan,3 weeks,Adamawa,Larmurde,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA MADAGALI,SIA,15-Jan,3 weeks,Adamawa,Madagali,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA MAIHA,SIA,15-Jan,3 weeks,Adamawa,Maiha,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA MAYO-BELWA,SIA,15-Jan,3 weeks,Adamawa,Mayo-Belwa,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA MICHIKA,SIA,15-Jan,3 weeks,Adamawa,Michika,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA MUBI NORTH,SIA,15-Jan,3 weeks,Adamawa,Mubi North,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA MUBI SOUTH,SIA,15-Jan,3 weeks,Adamawa,Mubi South,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA NUMAN,SIA,15-Jan,3 weeks,Adamawa,Numan,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA SHELLENG,SIA,15-Jan,3 weeks,Adamawa,Shelleng,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA SONG,SIA,15-Jan,3 weeks,Adamawa,Song,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA TEUNGO,SIA,15-Jan,3 weeks,Adamawa,Teungo,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA YOLA NORTH,SIA,15-Jan,3 weeks,Adamawa,Yola North,,,,,,,,,,,,
SIA 15-Jan 3 weeks ADAMAWA YOLA SOUTH,SIA,15-Jan,3 weeks,Adamawa,Yola South,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM ABAK,SIA,15-Jan,3 weeks,Akwa Ibom,Abak,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM EASTERN OBOLO,SIA,15-Jan,3 weeks,Akwa Ibom,Eastern Obolo,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM EKET,SIA,15-Jan,3 weeks,Akwa Ibom,Eket,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM ESIT EKET,SIA,15-Jan,3 weeks,Akwa Ibom,Esit Eket,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM ESSIEN UDIM,SIA,15-Jan,3 weeks,Akwa Ibom,Essien Udim,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM ETIM EKPO,SIA,15-Jan,3 weeks,Akwa Ibom,Etim Ekpo,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM ETINAN,SIA,15-Jan,3 weeks,Akwa Ibom,Etinan,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM IBENO,SIA,15-Jan,3 weeks,Akwa Ibom,Ibeno,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM IBESIKPO ASUTAN,SIA,15-Jan,3 weeks,Akwa Ibom,Ibesikpo Asutan,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM IBIONO IBOM,SIA,15-Jan,3 weeks,Akwa Ibom,Ibiono Ibom,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM IKA,SIA,15-Jan,3 weeks,Akwa Ibom,Ika,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM IKONO,SIA,15-Jan,3 weeks,Akwa Ibom,Ikono,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM IKOT ABASI,SIA,15-Jan,3 weeks,Akwa Ibom,Ikot Abasi,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM IKOT EKPENE,SIA,15-Jan,3 weeks,Akwa Ibom,Ikot Ekpene,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM INI,SIA,15-Jan,3 weeks,Akwa Ibom,Ini,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM ITU,SIA,15-Jan,3 weeks,Akwa Ibom,Itu,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM MBO,SIA,15-Jan,3 weeks,Akwa Ibom,Mbo,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM MKPAT ENIN,SIA,15-Jan,3 weeks,Akwa Ibom,Mkpat Enin,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM NSIT ATAI,SIA,15-Jan,3 weeks,Akwa Ibom,Nsit Atai,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM NSIT IBOM,SIA,15-Jan,3 weeks,Akwa Ibom,Nsit Ibom,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM NSIT UBIUM,SIA,15-Jan,3 weeks,Akwa Ibom,Nsit Ubium,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM OBOT AKARA,SIA,15-Jan,3 weeks,Akwa Ibom,Obot Akara,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM OKOBO,SIA,15-Jan,3 weeks,Akwa Ibom,Okobo,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM ONNA,SIA,15-Jan,3 weeks,Akwa Ibom,Onna,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM ORON,SIA,15-Jan,3 weeks,Akwa Ibom,Oron,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM ORUK ANAM,SIA,15-Jan,3 weeks,Akwa Ibom,Oruk Anam,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM UDUNG UKO,SIA,15-Jan,3 weeks,Akwa Ibom,Udung Uko,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM UKANAFUN,SIA,15-Jan,3 weeks,Akwa Ibom,Ukanafun,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM URUAN,SIA,15-Jan,3 weeks,Akwa Ibom,Uruan,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM URUE OFFONG/ORUKO,SIA,15-Jan,3 weeks,Akwa Ibom,Urue Offong/Oruko,,,,,,,,,,,,
SIA 15-Jan 3 weeks AKWA IBOM UYO,SIA,15-Jan,3 weeks,Akwa Ibom,Uyo,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA AGUATA,SIA,15-Jan,3 weeks,Anambra,Aguata,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA ANAMBRA EAST,SIA,15-Jan,3 weeks,Anambra,Anambra East,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA ANAMBRA WEST,SIA,15-Jan,3 weeks,Anambra,Anambra West,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA ANAOCHA,SIA,15-Jan,3 weeks,Anambra,Anaocha,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA AWKA NORTH,SIA,15-Jan,3 weeks,Anambra,Awka North,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA AWKA SOUTH,SIA,15-Jan,3 weeks,Anambra,Awka South,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA AYAMELUM,SIA,15-Jan,3 weeks,Anambra,Ayamelum,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA DUNUKOFIA,SIA,15-Jan,3 weeks,Anambra,Dunukofia,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA EKWUSIGO,SIA,15-Jan,3 weeks,Anambra,Ekwusigo,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA IDEMILI NORTH,SIA,15-Jan,3 weeks,Anambra,Idemili North,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA IDEMILI SOUTH,SIA,15-Jan,3 weeks,Anambra,Idemili South,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA IHIALA,SIA,15-Jan,3 weeks,Anambra,Ihiala,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA NJIKOKA,SIA,15-Jan,3 weeks,Anambra,Njikoka,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA NNEWI NORTH,SIA,15-Jan,3 weeks,Anambra,Nnewi North,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA NNEWI SOUTH,SIA,15-Jan,3 weeks,Anambra,Nnewi South,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA OGBARU,SIA,15-Jan,3 weeks,Anambra,Ogbaru,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA ONITSHA NORTH,SIA,15-Jan,3 weeks,Anambra,Onitsha North,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA ONITSHA SOUTH,SIA,15-Jan,3 weeks,Anambra,Onitsha South,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA ORUMBA NORTH,SIA,15-Jan,3 weeks,Anambra,Orumba North,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA ORUMBA SOUTH,SIA,15-Jan,3 weeks,Anambra,Orumba South,,,,,,,,,,,,
SIA 15-Jan 3 weeks ANAMBRA OYI,SIA,15-Jan,3 weeks,Anambra,Oyi,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI ALKALERI,SIA,15-Jan,3 weeks,Bauchi,Alkaleri,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI BAUCHI,SIA,15-Jan,3 weeks,Bauchi,Bauchi,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI BOGORO,SIA,15-Jan,3 weeks,Bauchi,Bogoro,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI DAMBAN,SIA,15-Jan,3 weeks,Bauchi,Damban,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI DARAZO,SIA,15-Jan,3 weeks,Bauchi,Darazo,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI DASS,SIA,15-Jan,3 weeks,Bauchi,Dass,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI GAMAWA,SIA,15-Jan,3 weeks,Bauchi,Gamawa,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI GANJUWA,SIA,15-Jan,3 weeks,Bauchi,Ganjuwa,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI GIADE,SIA,15-Jan,3 weeks,Bauchi,Giade,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI ITAS/GADAU,SIA,15-Jan,3 weeks,Bauchi,Itas/Gadau,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI JAMA'ARE,SIA,15-Jan,3 weeks,Bauchi,Jama'are,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI KATAGUM,SIA,15-Jan,3 weeks,Bauchi,Katagum,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI KIRFI,SIA,15-Jan,3 weeks,Bauchi,Kirfi,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI MISAU,SIA,15-Jan,3 weeks,Bauchi,Misau,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI NINGI,SIA,15-Jan,3 weeks,Bauchi,Ningi,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI SHIRA,SIA,15-Jan,3 weeks,Bauchi,Shira,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI TAFAWA-BALEWA,SIA,15-Jan,3 weeks,Bauchi,Tafawa-Balewa,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI TORO,SIA,15-Jan,3 weeks,Bauchi,Toro,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI WARJI,SIA,15-Jan,3 weeks,Bauchi,Warji,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAUCHI ZAKI,SIA,15-Jan,3 weeks,Bauchi,Zaki,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAYELSA BRASS,SIA,15-Jan,3 weeks,Bayelsa,Brass,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAYELSA EKEREMOR,SIA,15-Jan,3 weeks,Bayelsa,Ekeremor,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAYELSA KOLOKUMA/OPOKUMA,SIA,15-Jan,3 weeks,Bayelsa,Kolokuma/Opokuma,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAYELSA NEMBE,SIA,15-Jan,3 weeks,Bayelsa,Nembe,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAYELSA OGBIA,SIA,15-Jan,3 weeks,Bayelsa,Ogbia,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAYELSA SAGBAMA,SIA,15-Jan,3 weeks,Bayelsa,Sagbama,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAYELSA SOUTHERN IJAW,SIA,15-Jan,3 weeks,Bayelsa,Southern Ijaw,,,,,,,,,,,,
SIA 15-Jan 3 weeks BAYELSA YENEGOA,SIA,15-Jan,3 weeks,Bayelsa,Yenegoa,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE ADO,SIA,15-Jan,3 weeks,Benue,Ado,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE AGATU,SIA,15-Jan,3 weeks,Benue,Agatu,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE APA,SIA,15-Jan,3 weeks,Benue,Apa,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE BUKURU,SIA,15-Jan,3 weeks,Benue,Bukuru,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE GBOKO,SIA,15-Jan,3 weeks,Benue,Gboko,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE GUMA,SIA,15-Jan,3 weeks,Benue,Guma,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE GWER EAST,SIA,15-Jan,3 weeks,Benue,Gwer East,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE GWER WEST,SIA,15-Jan,3 weeks,Benue,Gwer West,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE KATSINA-ALA,SIA,15-Jan,3 weeks,Benue,Katsina-Ala,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE KONSHISHA,SIA,15-Jan,3 weeks,Benue,Konshisha,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE KWANDE,SIA,15-Jan,3 weeks,Benue,Kwande,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE LOGO,SIA,15-Jan,3 weeks,Benue,Logo,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE MARKURDI,SIA,15-Jan,3 weeks,Benue,Markurdi,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE OBI,SIA,15-Jan,3 weeks,Benue,Obi,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE OGBADIBO,SIA,15-Jan,3 weeks,Benue,Ogbadibo,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE OHIMINI,SIA,15-Jan,3 weeks,Benue,Ohimini,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE OJU,SIA,15-Jan,3 weeks,Benue,Oju,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE OKPOKWU,SIA,15-Jan,3 weeks,Benue,Okpokwu,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE OTURKPO,SIA,15-Jan,3 weeks,Benue,Oturkpo,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE TARKA,SIA,15-Jan,3 weeks,Benue,Tarka,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE UKUM,SIA,15-Jan,3 weeks,Benue,Ukum,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE USHONGO,SIA,15-Jan,3 weeks,Benue,Ushongo,,,,,,,,,,,,
SIA 15-Jan 3 weeks BENUE VANDEIKYA,SIA,15-Jan,3 weeks,Benue,Vandeikya,,,,,,,,,,,,
SIA 15-Jan 3 weeks BORNO ABADAM,SIA,15-Jan,3 weeks,Borno,Abadam,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO ASKIRA/UBA,SIA,15-Jan,3 weeks,Borno,Askira/Uba,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO BAMA,SIA,15-Jan,3 weeks,Borno,Bama,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO BAYO,SIA,15-Jan,3 weeks,Borno,Bayo,No,No,No,100%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO BIU,SIA,15-Jan,3 weeks,Borno,Biu,No,No,No,100%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO CHIBOK,SIA,15-Jan,3 weeks,Borno,Chibok,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO DAMBOA,SIA,15-Jan,3 weeks,Borno,Damboa,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO DIKWA,SIA,15-Jan,3 weeks,Borno,Dikwa,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO GUBIO,SIA,15-Jan,3 weeks,Borno,Gubio,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO GUZAMALA,SIA,15-Jan,3 weeks,Borno,Guzamala,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO GWOZA,SIA,15-Jan,3 weeks,Borno,Gwoza,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO HAWUL,SIA,15-Jan,3 weeks,Borno,Hawul,No,No,No,100%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO JERE,SIA,15-Jan,3 weeks,Borno,Jere,No,No,No,100%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO KAGA,SIA,15-Jan,3 weeks,Borno,Kaga,No,No,No,100%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO KALA/BALGE,SIA,15-Jan,3 weeks,Borno,Kala/Balge,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO KONDUGA,SIA,15-Jan,3 weeks,Borno,Konduga,No,No,No,100%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO KUKAWA,SIA,15-Jan,3 weeks,Borno,Kukawa,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO KWAYA KUSAR,SIA,15-Jan,3 weeks,Borno,Kwaya Kusar,No,No,No,100%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO MAFA,SIA,15-Jan,3 weeks,Borno,Mafa,No,No,No,100%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO MAGUMERI,SIA,15-Jan,3 weeks,Borno,Magumeri,No,No,No,100%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO MAIDUGURI,SIA,15-Jan,3 weeks,Borno,Maiduguri,No,No,No,100%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO MARTE,SIA,15-Jan,3 weeks,Borno,Marte,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO MOBBAR,SIA,15-Jan,3 weeks,Borno,Mobbar,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO MONGUNO,SIA,15-Jan,3 weeks,Borno,Monguno,No,No,No,100%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO NGALA,SIA,15-Jan,3 weeks,Borno,Ngala,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO NGANZAI,SIA,15-Jan,3 weeks,Borno,Nganzai,No,No,No,0%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks BORNO SHANI,SIA,15-Jan,3 weeks,Borno,Shani,No,No,No,100%,No,No,No,No,Yes,Yes,No,No
SIA 15-Jan 3 weeks CROSS RIVER ABI,SIA,15-Jan,3 weeks,Cross River,Abi,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER AKAMKPA,SIA,15-Jan,3 weeks,Cross River,Akamkpa,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER AKPABUYO,SIA,15-Jan,3 weeks,Cross River,Akpabuyo,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER BAKASSI,SIA,15-Jan,3 weeks,Cross River,Bakassi,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER BEKWARRA,SIA,15-Jan,3 weeks,Cross River,Bekwarra,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER BIASE,SIA,15-Jan,3 weeks,Cross River,Biase,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER BOKI,SIA,15-Jan,3 weeks,Cross River,Boki,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER CALABAR MUNICIPAL,SIA,15-Jan,3 weeks,Cross River,Calabar Municipal,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER CALABAR SOUTH,SIA,15-Jan,3 weeks,Cross River,Calabar South,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER ETUNG,SIA,15-Jan,3 weeks,Cross River,Etung,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER IKOM,SIA,15-Jan,3 weeks,Cross River,Ikom,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER OBANLIKU,SIA,15-Jan,3 weeks,Cross River,Obanliku,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER OBUBRA,SIA,15-Jan,3 weeks,Cross River,Obubra,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER OBUDU,SIA,15-Jan,3 weeks,Cross River,Obudu,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER ODUKPANI,SIA,15-Jan,3 weeks,Cross River,Odukpani,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER OGOJA,SIA,15-Jan,3 weeks,Cross River,Ogoja,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER YAKURR,SIA,15-Jan,3 weeks,Cross River,Yakurr,,,,,,,,,,,,
SIA 15-Jan 3 weeks CROSS RIVER YALA,SIA,15-Jan,3 weeks,Cross River,Yala,,,,,,,,,,,,
SIA 15-Jan 3 weeks DELTA ANIOCHA NORTH,SIA,15-Jan,3 weeks,Delta,Aniocha North,,,,,,,,,,,,
SIA 15-Jan 3 weeks DELTA ANIOCHA SOUTH,SIA,15-Jan,3 weeks,Delta,Aniocha South,,,,,,,,,,,,
SIA 15-Jan 3 weeks DELTA BOMADI,SIA,15-Jan,3 weeks,Delta,Bomadi,,,,,,,,,,,,
SIA 15-Jan 3 weeks DELTA BURUTU,SIA,15-Jan,3 weeks,Delta,Burutu,,,,,,,,,,,,
SIA 15-Jan 3 weeks DELTA ETHIOPE EAST,SIA,15-Jan,3 weeks,Delta,Ethiope East,,,,,,,,,,,,
SIA 15-Jan 3 weeks DELTA ETHIOPE WEST,SIA,15-Jan,3 weeks,Delta,Ethiope West,,,,,,,,,,,,
SIA 15-Jan 3 weeks DELTA IKA NORTH EAST,SIA,15-Jan,3 weeks,Delta,Ika North East,,,,,,,,,,,,
SIA 15-Jan 3 weeks DELTA IKA SOUTH,SIA,15-Jan,3 weeks,Delta,Ika South,,,,,,,,,,,,
SIA 15-Jan 3 weeks DELTA ISOKO NORTH,SIA,15-Jan,3 weeks,Delta,Isoko North,,,,,,,,,,,,
